Case127,cntr_Manchester_TRY.epw,0,0.592,0.564,0.288,1720,0.03,0.065,0.032,0.688,80,0.0041,0.00046,21.2,0,0.05,2.12,20.016
Case128,cntr_Manchester_TRY.epw,0,0.868,0.564,0.288,1720,0.03,0.065,0.032,0.688,80,0.0041,0.00046,21.2,0,0.05,2.12,20.016
Case129,cntr_Manchester_TRY.epw,0,0.868,0.564,0.288,4000,0.03,0.065,0.032,0.688,80,0.0041,0.00046,21.2,0,0.05,2.12,20.016
Case130,cntr_Manchester_TRY.epw,0,0.868,0.564,0.288,4000,0.03,0.065,0.032,0.688,38,0.0041,0.00046,21.2,0,0.05,2.12,20.016
Case131,cntr_Manchester_TRY.epw,0,0.868,0.564,0.288,4000,0.03,0.065,0.065,0.688,38,0.0041,0.00046,21.2,0,0.05,2.12,20.016
Case132,cntr_Manchester_TRY.epw,0,0.868,0.564,0.288,4000,0.03,0.065,0.065,0.688,38,0.0041,0.001,21.2,0,0.05,2.12,20.016
Case133,cntr_Manchester_TRY.epw,0,0.868,0.564,0.288,4000,0.03,0.065,0.065,0.688,38,0.0041,0.001,21.2,108,0.05,2.12,20.016
Case134,cntr_Manchester_TRY.epw,0,0.868,0.564,0.288,4000,0.03,0.065,0.065,0.97,38,0.0041,0.001,21.2,108,0.05,2.12,20.016
Case135,cntr_Manchester_TRY.epw,0,0.868,0.564,0.288,4000,0.03,0.065,0.065,0.97,38,0.0041,0.001,21.2,108,0.05,7.28,20.016
Case136,cntr_Manchester_TRY.epw,0,0.868,0.564,0.288,4000,0.03,0.032,0.065,0.97,38,0.0041,0.001,21.2,108,0.05,7.28,20.016
Case137,cntr_Manchester_TRY.epw,0,0.5,0.96,0.288,1720,0.01,0.01,0.065,0.594,10,0.0041,0.00046,21.2,180,0.75,2.12,20.016
Case138,cntr_Manchester_TRY.epw,0,0.5,0.96,0.288,1720,0.01,0.01,0.065,0.876,10,0.0041,0.00046,21.2,180,0.75,2.12,20.016
Case139,cntr_Manchester_TRY.epw,0,0.5,0.96,0.288,1720,0.01,0.01,0.065,0.876,10,0.0014,0.00046,21.2,180,0.75,2.12,20.016
Case140,cntr_Manchester_TRY.epw,0,0.5,0.96,0.288,1720,0.01,0.01,0.065,0.876,10,0.0014,0.00046,21.2,72,0.75,2.12,20.016
Case141,cntr_Manchester_TRY.epw,0,0.5,0.96,0.288,1720,0.01,0.043,0.065,0.876,10,0.0014,0.00046,21.2,72,0.75,2.12,20.016
Case142,cntr_Manchester_TRY.epw,0,0.5,0.96,0.288,1720,0.01,0.043,0.065,0.876,10,0.0014,0.001,21.2,72,0.75,2.12,20.016
Case143,cntr_Manchester_TRY.epw,0,0.776,0.96,0.288,1720,0.01,0.043,0.065,0.876,10,0.0014,0.001,21.2,72,0.75,2.12,20.016
