#,Job_ID,WeatherFile,ModelFile,@@EW_Abs@@,@@RSolar_Abs@@,@@SG_Trans@@,@@cp_w_conc@@,@@G_k@@,@@WIns_k@@,@@RIns_k@@,@@EW_S&V_Abs@@,@@IHG@@,@@V_Rate@@,@@Inf@@,@@C_SP@@,@@Rot@@,@@Glazz@@,@@Rat@@,@@RA@@,Message,Warnings,Errors,Hours,Minutes,Seconds,c0: Total cooling Annual Value [kWh],c1: Peak Total Cooling [W],c2: Sens_Cooling Annual [kWh],c3: [W],c4: [W],c5: [kWh],c6: Calc Des Load [W],c7: User Design Load [W],c8: User Design Load per Area [W/m2],c9: Glazz Ratio[%],c10: Floor Area[m2],c11: Volume [m3],c12: Window Opening Area [m2],c13: Gross Wall Area [m2],c14: North Wall Area [m2],c15: East Wall Area [m2],c16: Peak Total Cooling Time,c17: [time],,,,
1569,Case1570,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.242,4000,0.03,0.054,0.01,0.5,10,0.0032,0.00046,18,180,0.47,9,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.64,22866.82,30594.7,-16491.73,-19912.37,30594.7,22866.84,19861.51,23833.82,186.2,46.85,128,448,123.68,263.99,118.79,13.2,0,0,178.6470313,239.0210938,,
1570,Case1571,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.242,4000,0.03,0.054,0.01,0.5,10,0.0032,0.001,18,180,0.47,9,0.08,EnergyPlus Completed Successfully,2,0,0,0,3.63,25787.83,37399.29,-18090.47,-23172.69,37399.29,25787.85,23091.32,27709.58,216.48,46.85,128,448,123.68,263.99,118.79,13.2,0,0,201.4674219,292.1819531,,
1571,Case1572,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.242,1720,0.03,0.054,0.01,0.5,10,0.0032,0.001,18,180,0.47,9,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.66,25824.81,37580.57,-18139.76,-23378.03,37580.57,25824.83,23295.45,27954.55,218.39,46.85,128,448,123.68,263.99,118.79,13.2,0,0,201.7563281,293.5982031,,
1572,Case1573,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.38,1720,0.03,0.054,0.01,0.5,10,0.0032,0.001,18,180,0.47,9,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.59,26781.88,38279.87,-18946.82,-24276.89,38279.87,26781.9,24200.72,29040.86,226.88,46.85,128,448,123.68,263.99,118.79,13.2,0,0,209.2334375,299.0614844,,
1573,Case1574,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.38,1720,0.03,0.054,0.01,0.5,10,0.0032,0.001,18,180,0.05,9,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.53,18861.58,28401.15,-12446.99,-15980.8,28401.15,18861.59,15782.77,18939.32,147.96,4.98,128,448,13.16,263.99,118.79,13.2,0,0,147.3560938,221.8839844,,
1574,Case1575,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.776,0.432,0.38,1720,0.03,0.054,0.01,0.782,10,0.0032,0.001,18,180,0.05,9,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.52,19578.95,28683.39,-12982.56,-16204.94,28683.39,19578.97,16007.83,19209.39,150.07,4.98,128,448,13.16,263.99,118.79,13.2,0,0,152.9605469,224.0889844,,
1575,Case1576,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.432,0.38,1720,0.03,0.054,0.01,0.782,10,0.0032,0.001,18,180,0.05,9,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.5,19891.49,28786.39,-13217.38,-16287.11,28786.39,19891.51,16090.08,19308.09,150.84,4.98,128,448,13.16,263.99,118.79,13.2,0,0,155.4022656,224.8936719,,
1576,Case1577,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.432,0.38,1720,0.03,0.054,0.01,0.782,10,0.0032,0.001,18,72,0.05,9,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.51,20421.93,28870.42,-13633.05,-16564.49,28870.42,20421.94,16418.76,19702.51,153.93,4.98,128,448,13.16,263.99,13.2,118.79,0,0,159.5463281,225.5501563,,
1577,Case1578,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.432,0.38,1720,0.03,0.054,0.01,0.782,10,0.0032,0.001,18,72,0.05,9,15.032,EnergyPlus Completed Successfully,3,0,0,0,3.46,2433249.51,3549436.24,-1599385.95,-1915061.26,3549436.24,2433251.46,1891693.45,2270032.14,94.38,5,24051.2,84179.2,180.89,3618.64,180.93,1628.39,0,0,101.1695678,147.5783429,,
1578,Case1579,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.828,0.38,1720,0.03,0.054,0.01,0.782,10,0.0032,0.001,18,72,0.05,9,15.032,EnergyPlus Completed Successfully,2,0,0,0,3.48,2439496.89,3551928.58,-1604036.77,-1917234.88,3551928.58,2439498.84,1893868.94,2272642.73,94.49,5,24051.2,84179.2,180.89,3618.64,180.93,1628.39,0,0,101.4293212,147.6819693,,
1579,Case1580,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.828,0.38,1720,0.03,0.054,0.01,0.782,10,0.0005,0.001,18,72,0.05,9,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.47,1666804.96,1585500.51,-1185136.9,-895026.67,1585500.51,1666806.29,885622.05,1062746.46,44.19,5,24051.2,84179.2,180.89,3618.64,180.93,1628.39,0,0,69.30236163,65.92188789,,
1580,Case1581,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.5,0.828,0.38,1720,0.015,0.054,0.01,0.782,10,0.0005,0.001,18,72,0.05,9,15.032,EnergyPlus Completed Successfully,1,0,0,0,3.49,1666408.13,1584332.8,-1184814.08,-893691.35,1584332.8,1666409.47,884296.03,1061155.24,44.12,5,24051.2,84179.2,180.89,3618.64,180.93,1628.39,0,0,69.28586224,65.87333688,,
1581,Case1582,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.242,4000,0.01,0.054,0.043,0.594,66,0.0023,0.00046,18,144,0.47,5.56,5.064,EnergyPlus Completed Successfully,2,0,0,0,3.53,4063516.37,1432908.7,-3520940.83,-945651.05,1432908.7,4063519.62,939658.66,1127590.39,139.17,46.98,8102.4,28358.4,823.5,1752.96,742.87,133.61,0,0,501.5200891,176.8499087,,
1582,Case1583,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.242,4000,0.01,0.054,0.043,0.594,66,0.0023,0.00046,22.8,144,0.47,5.56,5.064,EnergyPlus Completed Successfully,1,0,0,0,3.51,2185889.46,1116067.61,-1807392.42,-746653.28,1116067.61,2185891.21,739295.55,887154.66,109.49,46.98,8102.4,28358.4,823.5,1752.96,742.87,133.61,0,0,269.7829606,137.7453113,,
1583,Case1584,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.242,4000,0.01,0.054,0.01,0.594,66,0.0023,0.00046,22.8,144,0.47,5.56,5.064,EnergyPlus Completed Successfully,1,0,0,0,3.52,2180466.2,1110362.51,-1804494.86,-738041.82,1110362.51,2180467.94,730348.32,876417.98,108.17,46.98,8102.4,28358.4,823.5,1752.96,742.87,133.61,0,0,269.1136207,137.0411866,,
1584,Case1585,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.242,4000,0.01,0.054,0.01,0.876,66,0.0023,0.00046,22.8,144,0.47,5.56,5.064,EnergyPlus Completed Successfully,1,0,0,0,3.52,2184668.91,1111099.17,-1808324.43,-738694.18,1111099.17,2184670.66,731001.98,877202.37,108.26,46.98,8102.4,28358.4,823.5,1752.96,742.87,133.61,0,0,269.6323201,137.1321053,,
1585,Case1586,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.242,4000,0.01,0.054,0.01,0.876,24,0.0023,0.00046,22.8,144,0.47,5.56,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.57,335013.21,640463.91,-234612.54,-398372.44,640463.91,335013.48,391194.39,469433.26,57.94,46.98,8102.4,28358.4,823.5,1752.96,742.87,133.61,0,0,41.34740447,79.04619742,,
1586,Case1587,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.242,4000,0.01,0.021,0.01,0.876,24,0.0023,0.00046,22.8,144,0.47,5.56,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.56,332369.28,638937.69,-232678.48,-396876.67,638937.69,332369.54,389693.41,467632.09,57.72,46.98,8102.4,28358.4,823.5,1752.96,742.87,133.61,0,0,41.02109005,78.85783101,,
1587,Case1588,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.38,4000,0.01,0.021,0.01,0.876,24,0.0023,0.00046,22.8,144,0.47,5.56,5.064,EnergyPlus Completed Successfully,0,0,0,0,3.55,337983.81,642914.52,-236986.19,-399807.77,642914.52,337984.08,392594.43,471113.32,58.14,46.98,8102.4,28358.4,823.5,1752.96,742.87,133.61,0,0,41.71403658,79.34865225,,
1588,Case1589,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.38,4000,0.01,0.021,0.01,0.876,24,0.0023,0.00046,22.8,144,0.47,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,1256652.89,2425622.29,-876410.27,-1498961.96,2425622.29,1256653.9,1472615.51,1767138.61,55.18,46.99,32025.6,112089.61,1637.59,3485.08,1476.91,265.63,0,0,39.2390116,75.74010448,,
1589,Case1590,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.38,4000,0.01,0.021,0.01,0.876,24,0.0023,0.00046,22.8,36,0.47,5.56,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.57,1257604.27,2467504.11,-877598.82,-1511026.58,2467504.11,1257605.27,1487777.31,1785332.77,55.75,46.99,32025.6,112089.61,1637.59,3485.08,1476.91,265.63,0,0,39.26871846,77.04786515,,
1590,Case1591,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.38,4000,0.01,0.021,0.01,0.876,24,0.0023,0.00046,22.8,36,0.47,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.54,1242009.6,2416681.29,-865423.57,-1482918.1,2416681.29,1242010.59,1458245.78,1749894.94,54.64,46.99,32025.6,112089.61,1302.9,2772.97,396.14,990.35,0,0,38.78177458,75.46092158,,
1591,Case1592,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.828,0.38,4000,0.01,0.021,0.01,0.876,24,0.0023,0.00046,22.8,36,0.05,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.52,1173556.31,2335168.71,-813142.8,-1433780.21,2335168.71,1173557.24,1409402.91,1691283.49,52.81,5,32025.6,112089.61,138.61,2772.97,396.14,990.35,0,0,36.64431923,72.91568964,,
1592,Case1593,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.432,0.38,4000,0.01,0.021,0.01,0.876,24,0.0023,0.00046,22.8,36,0.05,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.51,1164347.91,2330601.55,-806325.27,-1430092.34,2330601.55,1164348.84,1405728.05,1686873.66,52.67,5,32025.6,112089.61,138.61,2772.97,396.14,990.35,0,0,36.35678676,72.77307997,,
1593,Case1594,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.432,0.38,1720,0.01,0.021,0.01,0.876,24,0.0023,0.00046,22.8,36,0.05,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.52,1144565.49,2320783.53,-792207.1,-1422346.9,2320783.53,1144566.41,1397992.19,1677590.63,52.38,5,32025.6,112089.61,138.61,2772.97,396.14,990.35,0,0,35.7390803,72.4665121,,
1594,Case1595,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.38,1720,0.01,0.021,0.01,0.876,24,0.0023,0.00046,22.8,36,0.05,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.51,1146488.49,2321587.9,-793633.54,-1423010.95,2321587.9,1146489.4,1398653.73,1678384.47,52.41,5,32025.6,112089.61,138.61,2772.97,396.14,990.35,0,0,35.79912601,72.49162857,,
1595,Case1596,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.38,1720,0.01,0.021,0.01,0.876,24,0.005,0.00046,22.8,36,0.05,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.51,1194662.59,3766150.44,-799280.69,-2296476.12,3766150.44,1194663.54,2252403.63,2702884.36,84.4,5,32025.6,112089.61,138.61,2772.97,396.14,990.35,0,0,37.30336325,117.5981228,,
1596,Case1597,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.38,1720,0.025,0.021,0.01,0.876,24,0.005,0.00046,22.8,36,0.05,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.5,1195150.68,3767692.05,-799634.55,-2297571.55,3767692.05,1195151.63,2253483.65,2704180.38,84.44,5,32025.6,112089.61,138.61,2772.97,396.14,990.35,0,0,37.31860387,117.6462596,,
1597,Case1598,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.38,1720,0.025,0.021,0.01,0.876,24,0.005,0.001,22.8,36,0.05,0.4,20.016,EnergyPlus Completed Successfully,0,0,0,0,3.53,1234273.24,4077423.84,-822881.54,-2487391.62,4077423.84,1234274.23,2439218.02,2927061.63,91.4,5,32025.6,112089.61,138.61,2772.97,396.14,990.35,0,0,38.54020658,127.3176409,,
1598,Case1599,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.196,4000,0.015,0.032,0.01,0.876,52,0.0023,0.00046,18,36,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.61,49702.1,25955.22,-40707.15,-17398.81,25955.22,49702.14,17356.54,20827.85,162.72,32.84,128,448,57.57,175.31,25.04,62.61,0,0,388.2976563,202.7751563,,
1599,Case1600,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.196,4000,0.015,0.032,0.01,0.594,52,0.0023,0.00046,18,36,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.59,49300.72,25870.96,-40338.58,-17291.89,25870.96,49300.76,17249.58,20699.49,161.71,32.84,128,448,57.57,175.31,25.04,62.61,0,0,385.161875,202.116875,,
1600,Case1601,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.196,4000,0.015,0.032,0.01,0.594,52,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.59,49269.41,25745.59,-40315.51,-17555.55,25745.59,49269.45,17495.67,20994.8,164.02,32.84,128,448,57.57,175.31,25.04,62.61,0,0,384.9172656,201.1374219,,
1601,Case1602,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.828,0.196,4000,0.015,0.032,0.043,0.594,52,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.58,49538.06,25815.96,-40537.99,-17799.54,25815.96,49538.1,17745.59,21294.7,166.36,32.84,128,448,57.57,175.31,25.04,62.61,0,0,387.0160938,201.6871875,,
1602,Case1603,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,4000,0.015,0.032,0.043,0.594,52,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.57,49217.13,25751.23,-40243.41,-17667.2,25751.23,49217.17,17611.94,21134.32,165.11,32.84,128,448,57.57,175.31,25.04,62.61,0,0,384.5088281,201.1814844,,
1603,Case1604,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.032,0.043,0.594,52,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.55,49024.24,25766.15,-40068.99,-17767.52,25766.15,49024.28,17714.23,21257.08,166.07,32.84,128,448,57.57,175.31,25.04,62.61,0,0,383.001875,201.2980469,,
1604,Case1605,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.032,0.043,0.594,10,0.0023,0.00046,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.55,16222.87,19757.26,-11530.77,-12391.81,19757.26,16222.88,12339.22,14807.07,115.68,32.84,128,448,57.57,175.31,25.04,62.61,0,0,126.7411719,154.3535938,,
1605,Case1606,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.032,0.043,0.594,10,0.0023,0.001,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.56,18351.54,24841.28,-12688.82,-14886.62,24841.28,18351.55,14810.03,17772.04,138.84,32.84,128,448,57.57,175.31,25.04,62.61,0,0,143.3714063,194.0725,,
1606,Case1607,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.0023,0.001,18,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.56,18772.75,25017.81,-13006.52,-15143.6,25017.81,18772.77,15068.95,18082.74,141.27,32.84,128,448,57.57,175.31,25.04,62.61,0,0,146.6621094,195.4516406,,
1607,Case1608,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.0023,0.001,22.8,144,0.33,0.4,0.08,EnergyPlus Completed Successfully,1,0,0,0,3.55,3896.69,15096.24,-2642.73,-9487.37,15096.24,3896.69,9383.46,11260.15,87.97,32.84,128,448,57.57,175.31,25.04,62.61,0,0,30.44289063,117.939375,,
1608,Case1609,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.0023,0.001,22.8,144,0.33,5.56,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.58,4435.75,16004.47,-3009.41,-10012.52,16004.47,4435.75,9944.77,11933.73,93.23,32.87,128,448,72.43,220.33,93.37,16.79,0,0,34.65429688,125.0349219,,
1609,Case1610,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.33,5.56,0.08,EnergyPlus Completed Successfully,0,0,0,0,3.57,5349.85,21320.04,-3573.11,-13480.65,21320.04,5349.86,13176.02,15811.23,123.53,32.87,128,448,72.43,220.33,93.37,16.79,0,0,41.79570313,166.5628125,,
1610,Case1611,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.196,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.33,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.52,520661.54,2582660.75,-339382.79,-1599738.36,2582660.75,520661.96,1563870.42,1876644.51,78.03,32.99,24051.19,84179.18,996.38,3020.18,1279.89,230.2,0,0,21.64805733,107.3818281,,
1611,Case1612,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.432,0.334,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.33,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.51,524172.05,2588988.59,-341755.31,-1603676.21,2588988.59,524172.47,1567716.88,1881260.25,78.22,32.99,24051.19,84179.18,996.38,3020.18,1279.89,230.2,0,0,21.79401726,107.6449269,,
1612,Case1613,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.432,0.334,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.33,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.52,522672.66,2586410.05,-340733.51,-1602503.13,2586410.05,522673.07,1566508.09,1879809.7,78.16,32.99,24051.19,84179.18,996.38,3020.18,1279.89,230.2,0,0,21.73167565,107.5377164,,
1613,Case1614,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.432,0.334,1720,0.015,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.75,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.54,560103,2669895.76,-366286.93,-1649856.1,2669895.76,560103.45,1612440.19,1934928.23,80.45,74.98,24051.19,84179.18,2264.5,3020.18,1279.89,230.2,0,0,23.28795374,111.008884,,
1614,Case1615,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.432,0.334,1720,0.03,0.065,0.043,0.594,10,0.005,0.001,22.8,144,0.75,5.56,15.032,EnergyPlus Completed Successfully,0,0,0,0,3.53,563828.71,2683571.62,-368877.61,-1658684.65,2683571.62,563829.16,1621228.21,1945473.85,80.89,74.98,24051.19,84179.18,2264.5,3020.18,1279.89,230.2,0,0,23.44286125,111.5774987,,
1615,Case1616,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.01,0.97,80,0.005,0.0001,22.8,72,0.33,7.28,25,EnergyPlus Completed Successfully,0,0,0,0,3.53,1.04E+07,7770823.61,-8013959.04,-5030514.57,7770823.61,1.04E+07,4973533.92,5968240.71,149.21,32.99,40000,140000,1417.5,4296.28,259.44,1888.7,0,0,260,194.2705903,,
1616,Case1617,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.043,0.97,80,0.005,0.0001,22.8,72,0.33,7.28,25,EnergyPlus Completed Successfully,0,0,0,0,3.51,1.05E+07,7854321.39,-8109300.35,-5083934.24,7854321.39,1.05E+07,5029064.2,6034877.04,150.87,32.99,40000,140000,1417.5,4296.28,259.44,1888.7,0,0,262.5,196.3580348,,
1617,Case1618,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.043,0.97,80,0.005,0.0001,22.8,72,0.75,7.28,25,EnergyPlus Completed Successfully,0,0,0,0,3.53,1.06E+07,7961250.38,-8168712.47,-5156885.53,7961250.38,1.06E+07,5100884.1,6121060.92,153.03,74.99,40000,140000,3221.58,4296.28,259.44,1888.7,0,0,265,199.0312595,,
1618,Case1619,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.043,0.97,80,0.005,0.0001,22.8,72,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.54,4264840.73,3242275.89,-3301941.63,-2105926.27,3242275.89,4264844.14,2088307.08,2505968.49,155.87,74.98,16076.8,56268.8,2042.16,2723.72,164.48,1197.38,0,0,265.2792054,201.6742069,,
1619,Case1620,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.054,0.043,0.97,80,0.005,0.0001,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.54,4249475.88,3237656.71,-3288745.93,-2103753.57,3237656.71,4249479.28,2079438.97,2495326.77,155.21,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,264.3234897,201.3868873,,
1620,Case1621,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.242,3240,0.025,0.021,0.043,0.97,80,0.005,0.0001,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.54,4246577.23,3236736.63,-3286422.93,-2102843.91,3236736.63,4246580.62,2078521.49,2494225.79,155.14,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,264.1431896,201.329657,,
1621,Case1622,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.38,3240,0.025,0.021,0.043,0.97,80,0.005,0.0001,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.54,4266437.62,3241498.66,-3303880.17,-2106173.36,3241498.66,4266441.03,2082154.22,2498585.06,155.42,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,265.3785343,201.6258621,,
1622,Case1623,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.38,3240,0.025,0.021,0.043,0.97,38,0.005,0.0001,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.56,1245133.87,2322647.1,-873839.3,-1430906.98,2322647.1,1245134.87,1407947.55,1689537.06,105.09,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,77.44911114,144.4719783,,
1623,Case1624,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.592,0.96,0.38,3240,0.025,0.021,0.043,0.97,38,0.005,0.00064,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.56,1216325.57,2499706.66,-846801.08,-1533464.98,2499706.66,1216326.54,1508284.47,1809941.36,112.58,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,75.6571936,155.4853366,,
1624,Case1625,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.96,0.38,3240,0.025,0.021,0.043,0.97,38,0.005,0.00064,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.58,1212266.38,2498125.21,-843778.43,-1532744.37,2498125.21,1212267.35,1507539.57,1809047.48,112.53,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,75.40470616,155.3869682,,
1625,Case1626,2080_Manchester_a1fi_50_percentile_TRY.epw,Aut_IDF_MorrisMethod.imf,0.868,0.96,0.38,3240,0.01,0.021,0.043,0.97,38,0.005,0.00064,22.8,180,0.75,7.28,10.048,EnergyPlus Completed Successfully,0,0,0,0,3.61,1210126.4,2487945.74,-842063.67,-1524161.23,2487945.74,1210127.37,1498901.59,1798681.9,111.88,74.98,16076.8,56268.8,2042.16,2723.72,1197.38,164.48,0,0,75.27159634,154.7537906,,
